title,track_id,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
"The Rock (From ""The Rock"")",0Liyh3dbN7aKcPGC1jDxCS,The City of Prague Philharmonic Orchestra,0.239,0.321,5,-13.393,1,0.0349,0.115,0.422,0.0966,0.0986,115.846,audio_features,spotify:track:0Liyh3dbN7aKcPGC1jDxCS,https://api.spotify.com/v1/tracks/0Liyh3dbN7aKcPGC1jDxCS,https://api.spotify.com/v1/audio-analysis/0Liyh3dbN7aKcPGC1jDxCS,306920,4
Spirited Away - One Summer's Day,5GQAHsTo4DI71QLAXUo3DV,Joe Hisaishi,0.326,0.101,0,-21.534,1,0.0385,0.949,0.882,0.0403,0.0891,143.289,audio_features,spotify:track:5GQAHsTo4DI71QLAXUo3DV,https://api.spotify.com/v1/tracks/5GQAHsTo4DI71QLAXUo3DV,https://api.spotify.com/v1/audio-analysis/5GQAHsTo4DI71QLAXUo3DV,292093,4
"Hedwig's Theme (From ""Harry Potter and the Philosopher's Stone"")",1PJmL9e9y70KahyWkDx0kJ,The City of Prague Philharmonic Orchestra,0.255,0.217,2,-13.283,0,0.04,0.917,0.653,0.0626,0.0729,154.585,audio_features,spotify:track:1PJmL9e9y70KahyWkDx0kJ,https://api.spotify.com/v1/tracks/1PJmL9e9y70KahyWkDx0kJ,https://api.spotify.com/v1/audio-analysis/1PJmL9e9y70KahyWkDx0kJ,294333,4
Spirited Away - Reprise,3eHtVkc0qhvwr0EWzi0gra,Joe Hisaishi,0.207,0.126,7,-20.078,1,0.032,0.933,0.887,0.107,0.118,100.762,audio_features,spotify:track:3eHtVkc0qhvwr0EWzi0gra,https://api.spotify.com/v1/tracks/3eHtVkc0qhvwr0EWzi0gra,https://api.spotify.com/v1/audio-analysis/3eHtVkc0qhvwr0EWzi0gra,285733,3
North and South Title Theme (From North and South BBC 2004 adaptation),0sZkGozxX1oiZrGO5fM8WF,L'Orchestra Numerique,0.13,0.234,2,-11.317,0,0.0356,0.951,0.822,0.0689,0.12,82.391,audio_features,spotify:track:0sZkGozxX1oiZrGO5fM8WF,https://api.spotify.com/v1/tracks/0sZkGozxX1oiZrGO5fM8WF,https://api.spotify.com/v1/audio-analysis/0sZkGozxX1oiZrGO5fM8WF,164286,4
"Victory Celebration (Episode 6, Return Of The Jedi)",5biJAnTheJzBTxucRXcrwr,The Original Movies Orchestra,0.562,0.809,2,-8.342,0,0.0327,0.00483,7.8e-05,0.447,0.791,106.499,audio_features,spotify:track:5biJAnTheJzBTxucRXcrwr,https://api.spotify.com/v1/tracks/5biJAnTheJzBTxucRXcrwr,https://api.spotify.com/v1/audio-analysis/5biJAnTheJzBTxucRXcrwr,146000,4
The Theory of Everything,1Wd7EwZcoAfCAEi9FF6G6b,Jóhann Jóhannsson,0.421,0.117,2,-17.703,1,0.04,0.842,0.948,0.116,0.181,104.111,audio_features,spotify:track:1Wd7EwZcoAfCAEi9FF6G6b,https://api.spotify.com/v1/tracks/1Wd7EwZcoAfCAEi9FF6G6b,https://api.spotify.com/v1/audio-analysis/1Wd7EwZcoAfCAEi9FF6G6b,68692,4
Transformazione,2LZ64teevXZtMCvbLKm7oK,Alan Menken,0.203,0.161,5,-18.626,1,0.0388,0.84,0.532,0.103,0.0594,113.753,audio_features,spotify:track:2LZ64teevXZtMCvbLKm7oK,https://api.spotify.com/v1/tracks/2LZ64teevXZtMCvbLKm7oK,https://api.spotify.com/v1/audio-analysis/2LZ64teevXZtMCvbLKm7oK,348787,4
Rose,4uQ8h0F0AShbx7MyaqMEBa,James Horner,0.168,0.0393,5,-24.569,1,0.0395,0.86,0.942,0.131,0.0387,112.426,audio_features,spotify:track:4uQ8h0F0AShbx7MyaqMEBa,https://api.spotify.com/v1/tracks/4uQ8h0F0AShbx7MyaqMEBa,https://api.spotify.com/v1/audio-analysis/4uQ8h0F0AShbx7MyaqMEBa,172520,3
Primavera,0fzw4BBD5FRJtPuQbUUKzJ,Ludovico Einaudi,0.245,0.193,0,-13.328,0,0.0328,0.97,0.873,0.187,0.124,140.666,audio_features,spotify:track:0fzw4BBD5FRJtPuQbUUKzJ,https://api.spotify.com/v1/tracks/0fzw4BBD5FRJtPuQbUUKzJ,https://api.spotify.com/v1/audio-analysis/0fzw4BBD5FRJtPuQbUUKzJ,445747,3
"Series Two Finale (From ""The Musketeers Series Two"")",1jCLyrfvIJSUekwuPbyODP,Paul Englishby,0.129,0.11,0,-17.331,0,0.0431,0.938,0.889,0.0646,0.0697,79.384,audio_features,spotify:track:1jCLyrfvIJSUekwuPbyODP,https://api.spotify.com/v1/tracks/1jCLyrfvIJSUekwuPbyODP,https://api.spotify.com/v1/audio-analysis/1jCLyrfvIJSUekwuPbyODP,221547,1
"Series Three Finale (From ""The Musketeers Series Three"")",1IPOenrshWteFauHSPYQC2,Paul Englishby,0.0782,0.37,10,-13.446,1,0.0478,0.808,0.938,0.059,0.0773,81.319,audio_features,spotify:track:1IPOenrshWteFauHSPYQC2,https://api.spotify.com/v1/tracks/1IPOenrshWteFauHSPYQC2,https://api.spotify.com/v1/audio-analysis/1IPOenrshWteFauHSPYQC2,300533,4
Fate Has Smiled Upon Us,5Us6goGVQwDc5DAGUidAy7,Marc Streitenfeld,0.292,0.347,7,-13.891,1,0.0381,0.957,0.842,0.0836,0.17,91.336,audio_features,spotify:track:5Us6goGVQwDc5DAGUidAy7,https://api.spotify.com/v1/tracks/5Us6goGVQwDc5DAGUidAy7,https://api.spotify.com/v1/audio-analysis/5Us6goGVQwDc5DAGUidAy7,122347,3
Sherwood Forest,1bHaFlc2jjKMfnb6GcBNwb,Marc Streitenfeld,0.167,0.14,9,-20.664,0,0.0334,0.922,0.899,0.124,0.0696,91.082,audio_features,spotify:track:1bHaFlc2jjKMfnb6GcBNwb,https://api.spotify.com/v1/tracks/1bHaFlc2jjKMfnb6GcBNwb,https://api.spotify.com/v1/audio-analysis/1bHaFlc2jjKMfnb6GcBNwb,139547,4
Robin Speaks,2cExno3OWgJnj8sLUgyJyR,Marc Streitenfeld,0.177,0.122,9,-19.764,0,0.0416,0.939,0.976,0.11,0.031,76.39,audio_features,spotify:track:2cExno3OWgJnj8sLUgyJyR,https://api.spotify.com/v1/tracks/2cExno3OWgJnj8sLUgyJyR,https://api.spotify.com/v1/audio-analysis/2cExno3OWgJnj8sLUgyJyR,153013,4
Charge,1W7ObrqnTPLiMuPvwrhje3,Marc Streitenfeld,0.18,0.495,4,-18.376,0,0.0596,0.867,0.79,0.629,0.121,71.042,audio_features,spotify:track:1W7ObrqnTPLiMuPvwrhje3,https://api.spotify.com/v1/tracks/1W7ObrqnTPLiMuPvwrhje3,https://api.spotify.com/v1/audio-analysis/1W7ObrqnTPLiMuPvwrhje3,78893,4
Clash,0MEKVOZBNHfoD7Ex5k2j4Z,Marc Streitenfeld,0.393,0.62,11,-12.365,0,0.049,0.665,0.971,0.309,0.103,147.85,audio_features,spotify:track:0MEKVOZBNHfoD7Ex5k2j4Z,https://api.spotify.com/v1/tracks/0MEKVOZBNHfoD7Ex5k2j4Z,https://api.spotify.com/v1/audio-analysis/0MEKVOZBNHfoD7Ex5k2j4Z,161013,4
The Final Arrow,4Z9zxCF8rROvSrFEsXNKWR,Marc Streitenfeld,0.172,0.122,5,-17.011,0,0.0405,0.926,0.776,0.103,0.0487,124.005,audio_features,spotify:track:4Z9zxCF8rROvSrFEsXNKWR,https://api.spotify.com/v1/tracks/4Z9zxCF8rROvSrFEsXNKWR,https://api.spotify.com/v1/audio-analysis/4Z9zxCF8rROvSrFEsXNKWR,149973,4
The Legend Begins,0BlTCn7XgFMUzUISqjnCMR,Marc Streitenfeld,0.087,0.23,5,-17.945,1,0.0408,0.974,0.98,0.303,0.0326,167.55,audio_features,spotify:track:0BlTCn7XgFMUzUISqjnCMR,https://api.spotify.com/v1/tracks/0BlTCn7XgFMUzUISqjnCMR,https://api.spotify.com/v1/audio-analysis/0BlTCn7XgFMUzUISqjnCMR,87680,5
Woad To Ruin,4EijEBeN3HwTT2MclmELgQ,Hans Zimmer,0.184,0.618,9,-14.155,0,0.0772,0.156,0.845,0.11,0.0921,134.564,audio_features,spotify:track:4EijEBeN3HwTT2MclmELgQ,https://api.spotify.com/v1/tracks/4EijEBeN3HwTT2MclmELgQ,https://api.spotify.com/v1/audio-analysis/4EijEBeN3HwTT2MclmELgQ,691840,4
Tell Me Now (What You See),0HxItEiUkKZ2eWgQG7Xmb7,Moya Brennan,0.188,0.369,0,-16.032,1,0.0357,0.481,0.12,0.0843,0.037,95.016,audio_features,spotify:track:0HxItEiUkKZ2eWgQG7Xmb7,https://api.spotify.com/v1/tracks/0HxItEiUkKZ2eWgQG7Xmb7,https://api.spotify.com/v1/audio-analysis/0HxItEiUkKZ2eWgQG7Xmb7,274240,4
Hold The Ice,6WAZN9HHN0YQ7WGGpkdskl,Hans Zimmer,0.0836,0.153,2,-17.126,0,0.041,0.782,0.915,0.0799,0.0342,83.97,audio_features,spotify:track:6WAZN9HHN0YQ7WGGpkdskl,https://api.spotify.com/v1/tracks/6WAZN9HHN0YQ7WGGpkdskl,https://api.spotify.com/v1/audio-analysis/6WAZN9HHN0YQ7WGGpkdskl,341947,4
All Of Them!,0OmJMr39l2baqWwabdz6vN,Hans Zimmer,0.0643,0.292,2,-16.531,0,0.0473,0.636,0.913,0.113,0.061,66.889,audio_features,spotify:track:0OmJMr39l2baqWwabdz6vN,https://api.spotify.com/v1/tracks/0OmJMr39l2baqWwabdz6vN,https://api.spotify.com/v1/audio-analysis/0OmJMr39l2baqWwabdz6vN,624453,3
Rue's Farewell,2kAwInoNljoVi4SsYCnFeo,James Newton Howard,0.0629,0.0234,9,-20.537,0,0.0438,0.921,0.971,0.0796,0.0395,65.895,audio_features,spotify:track:2kAwInoNljoVi4SsYCnFeo,https://api.spotify.com/v1/tracks/2kAwInoNljoVi4SsYCnFeo,https://api.spotify.com/v1/audio-analysis/2kAwInoNljoVi4SsYCnFeo,299800,3
Finding Nemo,2JpsSmsRTBeE2v4D55HVCT,Thomas Newman,0.175,0.1,5,-22.42,1,0.041,0.93,0.971,0.172,0.0335,74.49,audio_features,spotify:track:2JpsSmsRTBeE2v4D55HVCT,https://api.spotify.com/v1/tracks/2JpsSmsRTBeE2v4D55HVCT,https://api.spotify.com/v1/audio-analysis/2JpsSmsRTBeE2v4D55HVCT,79134,5
A Kaleidoscope Of Mathematics - A Beautiful Mind/Soundtrack Version,0X67tiKxHrtLZ5WGdhYIOC,James Horner,0.147,0.0813,1,-20.968,0,0.0397,0.924,0.916,0.0906,0.0347,139.542,audio_features,spotify:track:0X67tiKxHrtLZ5WGdhYIOC,https://api.spotify.com/v1/tracks/0X67tiKxHrtLZ5WGdhYIOC,https://api.spotify.com/v1/audio-analysis/0X67tiKxHrtLZ5WGdhYIOC,294680,4
"Cambridge, 1963",6Inmo6ElDCaiZCiB6lficH,Jóhann Jóhannsson,0.357,0.086,10,-16.908,1,0.0394,0.967,0.966,0.101,0.646,82.882,audio_features,spotify:track:6Inmo6ElDCaiZCiB6lficH,https://api.spotify.com/v1/tracks/6Inmo6ElDCaiZCiB6lficH,https://api.spotify.com/v1/audio-analysis/6Inmo6ElDCaiZCiB6lficH,101573,3
Obliviate,3888fje96tm650Zoxc0jwi,Alexandre Desplat,0.111,0.162,2,-19.543,0,0.0533,0.93,0.904,0.102,0.0358,71.229,audio_features,spotify:track:3888fje96tm650Zoxc0jwi,https://api.spotify.com/v1/tracks/3888fje96tm650Zoxc0jwi,https://api.spotify.com/v1/audio-analysis/3888fje96tm650Zoxc0jwi,181693,4
Planet Earth II Suite,3cfpr14uIQh4qWuANUKVNj,Jacob Shea,0.16,0.184,10,-18.507,1,0.0465,0.216,0.966,0.0709,0.0327,108.368,audio_features,spotify:track:3cfpr14uIQh4qWuANUKVNj,https://api.spotify.com/v1/tracks/3cfpr14uIQh4qWuANUKVNj,https://api.spotify.com/v1/audio-analysis/3cfpr14uIQh4qWuANUKVNj,271267,4
Dragon Racing,0QlcRI38Hm7e3GT31INe5O,John Powell,0.28,0.594,8,-10.311,1,0.0837,0.279,0.873,0.063,0.218,124.707,audio_features,spotify:track:0QlcRI38Hm7e3GT31INe5O,https://api.spotify.com/v1/tracks/0QlcRI38Hm7e3GT31INe5O,https://api.spotify.com/v1/audio-analysis/0QlcRI38Hm7e3GT31INe5O,274227,4
I Will Not Forget You,5M86CqnK2HQ0MufL5xPEok,Max Richter,0.145,0.116,0,-16.652,1,0.0486,0.796,0.0926,0.0939,0.0334,78.148,audio_features,spotify:track:5M86CqnK2HQ0MufL5xPEok,https://api.spotify.com/v1/tracks/5M86CqnK2HQ0MufL5xPEok,https://api.spotify.com/v1/audio-analysis/5M86CqnK2HQ0MufL5xPEok,235840,3
Evermore,6UpTuyWkjLJo061gKfdApO,Dan Stevens,0.285,0.396,1,-8.741,1,0.0318,0.674,6.6e-05,0.102,0.219,79.442,audio_features,spotify:track:6UpTuyWkjLJo061gKfdApO,https://api.spotify.com/v1/tracks/6UpTuyWkjLJo061gKfdApO,https://api.spotify.com/v1/audio-analysis/6UpTuyWkjLJo061gKfdApO,194542,3
My Name Is Lincoln,0iPGHWVM6qcTARzjk0eKxy,Steve Jablonsky,0.17,0.395,0,-17.928,1,0.0462,0.0742,0.959,0.106,0.115,130.767,audio_features,spotify:track:0iPGHWVM6qcTARzjk0eKxy,https://api.spotify.com/v1/tracks/0iPGHWVM6qcTARzjk0eKxy,https://api.spotify.com/v1/audio-analysis/0iPGHWVM6qcTARzjk0eKxy,221213,4
Maestro,7JSiyV1fhNIcYfzlKRq3vv,Hans Zimmer,0.184,0.219,0,-14.47,1,0.0345,0.902,0.914,0.545,0.0655,149.657,audio_features,spotify:track:7JSiyV1fhNIcYfzlKRq3vv,https://api.spotify.com/v1/tracks/7JSiyV1fhNIcYfzlKRq3vv,https://api.spotify.com/v1/audio-analysis/7JSiyV1fhNIcYfzlKRq3vv,233707,3
Enterprising Young Men,6Q8UF95mvlbXoDymVBTZyu,Michael Giacchino,0.285,0.307,0,-11.563,1,0.0372,0.904,0.856,0.111,0.186,78.338,audio_features,spotify:track:6Q8UF95mvlbXoDymVBTZyu,https://api.spotify.com/v1/tracks/6Q8UF95mvlbXoDymVBTZyu,https://api.spotify.com/v1/audio-analysis/6Q8UF95mvlbXoDymVBTZyu,159653,4
Kingdom Dance,4eYC7CfdzfvgypiAuSj2SL,Alan Menken,0.244,0.621,4,-9.839,1,0.0846,0.0945,0.378,0.137,0.49,155.876,audio_features,spotify:track:4eYC7CfdzfvgypiAuSj2SL,https://api.spotify.com/v1/tracks/4eYC7CfdzfvgypiAuSj2SL,https://api.spotify.com/v1/audio-analysis/4eYC7CfdzfvgypiAuSj2SL,140413,3
Night At The Museum,2KGLEgNAGiycS1Wlw880SR,Alan Silvestri,0.192,0.287,8,-16.897,1,0.0351,0.845,0.765,0.175,0.0592,106.315,audio_features,spotify:track:2KGLEgNAGiycS1Wlw880SR,https://api.spotify.com/v1/tracks/2KGLEgNAGiycS1Wlw880SR,https://api.spotify.com/v1/audio-analysis/2KGLEgNAGiycS1Wlw880SR,155827,4
Main Title: Prologue,4573HBvzvnXFzlRmq65EqM,Alan Menken,0.164,0.239,3,-13.956,1,0.0359,0.442,0.899,0.144,0.0435,129.635,audio_features,spotify:track:4573HBvzvnXFzlRmq65EqM,https://api.spotify.com/v1/tracks/4573HBvzvnXFzlRmq65EqM,https://api.spotify.com/v1/audio-analysis/4573HBvzvnXFzlRmq65EqM,181533,3
The Cottage On The Beach,1kgSZe5LosALD2ckoGXJ9H,Dario Marianelli,0.167,0.159,0,-16.233,0,0.0344,0.939,0.895,0.0877,0.0368,107.866,audio_features,spotify:track:1kgSZe5LosALD2ckoGXJ9H,https://api.spotify.com/v1/tracks/1kgSZe5LosALD2ckoGXJ9H,https://api.spotify.com/v1/audio-analysis/1kgSZe5LosALD2ckoGXJ9H,204827,4
Elegy For Dunkirk,6aPMMJwGNfwuMQHG0AuCRs,English Chamber Orchestra,0.132,0.134,11,-16.135,0,0.0408,0.819,0.878,0.159,0.0344,81.645,audio_features,spotify:track:6aPMMJwGNfwuMQHG0AuCRs,https://api.spotify.com/v1/tracks/6aPMMJwGNfwuMQHG0AuCRs,https://api.spotify.com/v1/audio-analysis/6aPMMJwGNfwuMQHG0AuCRs,255827,3
The Half Killed,2RsytRpXBlMHja3q0THZRf,Dario Marianelli,0.191,0.262,10,-13.648,0,0.0369,0.882,0.833,0.0727,0.042,102.147,audio_features,spotify:track:2RsytRpXBlMHja3q0THZRf,https://api.spotify.com/v1/tracks/2RsytRpXBlMHja3q0THZRf,https://api.spotify.com/v1/audio-analysis/2RsytRpXBlMHja3q0THZRf,129933,4
Come Back,0xhoFIU67rUdh5PCSBsZlA,Dario Marianelli,0.319,0.239,10,-15.993,0,0.0503,0.904,0.908,0.116,0.0747,106.547,audio_features,spotify:track:0xhoFIU67rUdh5PCSBsZlA,https://api.spotify.com/v1/tracks/0xhoFIU67rUdh5PCSBsZlA,https://api.spotify.com/v1/audio-analysis/0xhoFIU67rUdh5PCSBsZlA,268227,3
Briony,5QcfghYuTtShVcdMOBvLzh,Dario Marianelli,0.638,0.253,8,-20.155,1,0.0831,0.769,0.769,0.184,0.699,104.558,audio_features,spotify:track:5QcfghYuTtShVcdMOBvLzh,https://api.spotify.com/v1/tracks/5QcfghYuTtShVcdMOBvLzh,https://api.spotify.com/v1/audio-analysis/5QcfghYuTtShVcdMOBvLzh,104053,3
Two Figures By A Fountain,7qaNvtBVl3ijFwZQfxL2uf,Dario Marianelli,0.38,0.217,5,-21.595,0,0.0354,0.949,0.815,0.105,0.4,103.449,audio_features,spotify:track:7qaNvtBVl3ijFwZQfxL2uf,https://api.spotify.com/v1/tracks/7qaNvtBVl3ijFwZQfxL2uf,https://api.spotify.com/v1/audio-analysis/7qaNvtBVl3ijFwZQfxL2uf,75960,4
Vesper,38K2V3O8SKYvjY0T9v43Hg,David Arnold,0.235,0.0546,9,-23.644,0,0.0391,0.886,0.913,0.0711,0.071,63.678,audio_features,spotify:track:38K2V3O8SKYvjY0T9v43Hg,https://api.spotify.com/v1/tracks/38K2V3O8SKYvjY0T9v43Hg,https://api.spotify.com/v1/audio-analysis/38K2V3O8SKYvjY0T9v43Hg,104147,5
Death of Vesper,6g8bdOyB2XdOi4c1jV6ia9,David Arnold,0.104,0.0835,4,-24.411,0,0.0399,0.582,0.857,0.113,0.0361,77.448,audio_features,spotify:track:6g8bdOyB2XdOi4c1jV6ia9,https://api.spotify.com/v1/tracks/6g8bdOyB2XdOi4c1jV6ia9,https://api.spotify.com/v1/audio-analysis/6g8bdOyB2XdOi4c1jV6ia9,170440,4
Forces of Attraction,5VRn40H9zvOhxKVbF1og8d,Jóhann Jóhannsson,0.508,0.126,7,-20.839,1,0.0374,0.894,0.867,0.102,0.399,103.993,audio_features,spotify:track:5VRn40H9zvOhxKVbF1og8d,https://api.spotify.com/v1/tracks/5VRn40H9zvOhxKVbF1og8d,https://api.spotify.com/v1/audio-analysis/5VRn40H9zvOhxKVbF1og8d,123158,4
Dumbledore's Farewell,3RorE8qv9x9Fz7AD30gkSB,Nicholas Hooper,0.189,0.0854,9,-22.149,0,0.0462,0.541,0.892,0.168,0.0362,83.166,audio_features,spotify:track:3RorE8qv9x9Fz7AD30gkSB,https://api.spotify.com/v1/tracks/3RorE8qv9x9Fz7AD30gkSB,https://api.spotify.com/v1/audio-analysis/3RorE8qv9x9Fz7AD30gkSB,142253,4
A Bug's Life Suite,2o0Jh3A6hMdxkprxPB1FL5,Randy Newman,0.277,0.271,0,-11.353,1,0.0362,0.891,0.827,0.104,0.185,117.402,audio_features,spotify:track:2o0Jh3A6hMdxkprxPB1FL5,https://api.spotify.com/v1/tracks/2o0Jh3A6hMdxkprxPB1FL5,https://api.spotify.com/v1/audio-analysis/2o0Jh3A6hMdxkprxPB1FL5,312893,4
Your Father Would Be Proud,1NVh3W7lQpoHJy2BFNVJbD,Michael Giacchino,0.146,0.11,7,-15.424,1,0.0397,0.947,0.906,0.0805,0.0326,139.001,audio_features,spotify:track:1NVh3W7lQpoHJy2BFNVJbD,https://api.spotify.com/v1/tracks/1NVh3W7lQpoHJy2BFNVJbD,https://api.spotify.com/v1/audio-analysis/1NVh3W7lQpoHJy2BFNVJbD,291733,5
Flying,7wwiR0IPzt1Bn4RAxrgOln,James Newton Howard,0.304,0.285,7,-15.673,1,0.0426,0.306,0.738,0.0679,0.0547,117.569,audio_features,spotify:track:7wwiR0IPzt1Bn4RAxrgOln,https://api.spotify.com/v1/tracks/7wwiR0IPzt1Bn4RAxrgOln,https://api.spotify.com/v1/audio-analysis/7wwiR0IPzt1Bn4RAxrgOln,212533,4
The Kiss,28BMJNUEpAFUiPOBCk3Xw2,Trevor Jones,0.167,0.236,0,-15.653,1,0.043,0.124,0.825,0.234,0.137,51.29,audio_features,spotify:track:28BMJNUEpAFUiPOBCk3Xw2,https://api.spotify.com/v1/tracks/28BMJNUEpAFUiPOBCk3Xw2,https://api.spotify.com/v1/audio-analysis/28BMJNUEpAFUiPOBCk3Xw2,169067,4
The Portrait,4qz2nZHnmsYLxdGu6OTHIr,James Horner,0.297,0.0213,5,-32.398,1,0.0653,0.995,0.935,0.0652,0.131,210.997,audio_features,spotify:track:4qz2nZHnmsYLxdGu6OTHIr,https://api.spotify.com/v1/tracks/4qz2nZHnmsYLxdGu6OTHIr,https://api.spotify.com/v1/audio-analysis/4qz2nZHnmsYLxdGu6OTHIr,283227,4
Who Is She,674EyffDl7CBIAnIMdcm36,Patrick Doyle,0.105,0.0846,0,-18.117,1,0.0396,0.884,0.931,0.0841,0.039,91.022,audio_features,spotify:track:674EyffDl7CBIAnIMdcm36,https://api.spotify.com/v1/tracks/674EyffDl7CBIAnIMdcm36,https://api.spotify.com/v1/audio-analysis/674EyffDl7CBIAnIMdcm36,200307,3
A Narnia Lullaby - Instrumental,4l7cbHGbbMrETia3zRoXnx,Harry Gregson-Williams,0.238,0.171,5,-16.628,1,0.184,0.958,0.803,0.231,0.031,90.398,audio_features,spotify:track:4l7cbHGbbMrETia3zRoXnx,https://api.spotify.com/v1/tracks/4l7cbHGbbMrETia3zRoXnx,https://api.spotify.com/v1/audio-analysis/4l7cbHGbbMrETia3zRoXnx,72880,4
Epilogue,5bxbYXiOLJpNhKI8UOLpfv,Jóhann Jóhannsson,0.166,0.0964,9,-24.716,0,0.0433,0.989,0.87,0.108,0.133,71.911,audio_features,spotify:track:5bxbYXiOLJpNhKI8UOLpfv,https://api.spotify.com/v1/tracks/5bxbYXiOLJpNhKI8UOLpfv,https://api.spotify.com/v1/audio-analysis/5bxbYXiOLJpNhKI8UOLpfv,108969,3
Assassins Creed Theme,0FHTJAMXhBhEnoEiMwxzO1,Lorne Balfe,0.152,0.409,0,-14.528,0,0.0582,0.7,0.813,0.14,0.0373,99.952,audio_features,spotify:track:0FHTJAMXhBhEnoEiMwxzO1,https://api.spotify.com/v1/tracks/0FHTJAMXhBhEnoEiMwxzO1,https://api.spotify.com/v1/audio-analysis/0FHTJAMXhBhEnoEiMwxzO1,283840,4
A Small Measure of Peace,0k1zElVBehCAzAa975af71,Hans Zimmer,0.0813,0.111,2,-20.458,0,0.0464,0.778,0.802,0.136,0.0338,171.576,audio_features,spotify:track:0k1zElVBehCAzAa975af71,https://api.spotify.com/v1/tracks/0k1zElVBehCAzAa975af71,https://api.spotify.com/v1/audio-analysis/0k1zElVBehCAzAa975af71,479680,3
"Roll Tide (From ""Crimson Tide"")",6aPAWh7CF7e9aewSaLro9d,The City of Prague Philharmonic Orchestra,0.301,0.425,2,-12.906,0,0.0325,0.197,0.937,0.19,0.112,94.557,audio_features,spotify:track:6aPAWh7CF7e9aewSaLro9d,https://api.spotify.com/v1/tracks/6aPAWh7CF7e9aewSaLro9d,https://api.spotify.com/v1/audio-analysis/6aPAWh7CF7e9aewSaLro9d,217147,4
The Rock,4ngFQ0zKo3GNnCkOI8fS7B,The City of Prague Philharmonic Orchestra,0.225,0.406,5,-11.02,1,0.0335,0.08,0.268,0.107,0.102,111.433,audio_features,spotify:track:4ngFQ0zKo3GNnCkOI8fS7B,https://api.spotify.com/v1/tracks/4ngFQ0zKo3GNnCkOI8fS7B,https://api.spotify.com/v1/audio-analysis/4ngFQ0zKo3GNnCkOI8fS7B,306107,4
"Dark Side of the Moon (From ""Transformers: Dark of the Moon"")",5yHECpydQF7va74Mi7IzKG,London Music Works,0.231,0.46,0,-13.421,1,0.0427,0.749,0.961,0.112,0.0627,95.696,audio_features,spotify:track:5yHECpydQF7va74Mi7IzKG,https://api.spotify.com/v1/tracks/5yHECpydQF7va74Mi7IzKG,https://api.spotify.com/v1/audio-analysis/5yHECpydQF7va74Mi7IzKG,227627,4
"It's Our Fight (From ""Transformers: Dark of the Moon"")",5mBei23huXZzH5AIo5MnKV,London Music Works,0.411,0.518,0,-11.823,0,0.0381,0.249,0.854,0.0896,0.0918,96.816,audio_features,spotify:track:5mBei23huXZzH5AIo5MnKV,https://api.spotify.com/v1/tracks/5mBei23huXZzH5AIo5MnKV,https://api.spotify.com/v1/audio-analysis/5mBei23huXZzH5AIo5MnKV,397613,4
Fairy Dance,3uAMlat9vZ7f27kjg8fGuq,James Newton Howard,0.214,0.0293,10,-28.604,0,0.0448,0.925,0.837,0.0589,0.0453,119.701,audio_features,spotify:track:3uAMlat9vZ7f27kjg8fGuq,https://api.spotify.com/v1/tracks/3uAMlat9vZ7f27kjg8fGuq,https://api.spotify.com/v1/audio-analysis/3uAMlat9vZ7f27kjg8fGuq,324027,3
"Vuelie - From ""Frozen""/Score",0qnj9ufJJM6Xk4xuoyvHZp,Christophe Beck,0.334,0.145,9,-14.682,0,0.0337,0.975,0.281,0.085,0.195,87.617,audio_features,spotify:track:0qnj9ufJJM6Xk4xuoyvHZp,https://api.spotify.com/v1/tracks/0qnj9ufJJM6Xk4xuoyvHZp,https://api.spotify.com/v1/audio-analysis/0qnj9ufJJM6Xk4xuoyvHZp,95987,4
Waiting for the Lights,4rntDCAU9pfXsh1qJLqUHW,Alan Menken,0.225,0.122,4,-16.271,1,0.0362,0.929,0.868,0.474,0.0568,77.646,audio_features,spotify:track:4rntDCAU9pfXsh1qJLqUHW,https://api.spotify.com/v1/tracks/4rntDCAU9pfXsh1qJLqUHW,https://api.spotify.com/v1/audio-analysis/4rntDCAU9pfXsh1qJLqUHW,167693,4
Transformations,192Ud8QkM6uSv9immlCgUl,Alan Menken,0.198,0.326,10,-13.564,1,0.035,0.478,0.504,0.186,0.0851,117.609,audio_features,spotify:track:192Ud8QkM6uSv9immlCgUl,https://api.spotify.com/v1/tracks/192Ud8QkM6uSv9immlCgUl,https://api.spotify.com/v1/audio-analysis/192Ud8QkM6uSv9immlCgUl,246760,4
The Roc,7yuh4iTBMPUW7TvzOEHMHb,Harry Gregson-Williams,0.282,0.541,6,-8.075,0,0.0329,0.723,0.753,0.132,0.0686,133.314,audio_features,spotify:track:7yuh4iTBMPUW7TvzOEHMHb,https://api.spotify.com/v1/tracks/7yuh4iTBMPUW7TvzOEHMHb,https://api.spotify.com/v1/audio-analysis/7yuh4iTBMPUW7TvzOEHMHb,119000,4
Light of the Seven,6iLzFJhs4ATwJn7P1utZIJ,Ramin Djawadi,0.273,0.102,0,-16.843,0,0.0494,0.903,0.721,0.268,0.0583,120.378,audio_features,spotify:track:6iLzFJhs4ATwJn7P1utZIJ,https://api.spotify.com/v1/tracks/6iLzFJhs4ATwJn7P1utZIJ,https://api.spotify.com/v1/audio-analysis/6iLzFJhs4ATwJn7P1utZIJ,589095,4
